web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739188289-198","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-cane-corso-3005863","Chiot cane corso","450 000 CFA","Colobane, Dakar, Sénégal","https://images.coinafrique.com/thumb_3005863_uploaded_image1_1615940766.jpg"
"1739188292-199","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-bijon-malte-3012169","Chien Bijon Malté","210 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3012169_uploaded_image1_1616254703.jpg"
"1739188294-200","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3018685","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1739188297-201","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-couple-teckel-3023422","Chiot couple teckel","200 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3023422_uploaded_image1_1616808652.jpg"
"1739188299-202","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3025431","Chiot pitbull","150 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3025431_uploaded_image1_1616942140.jpg"
"1739188301-203","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-husky-3032898","Chiot Husky","450 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3032898_uploaded_image1_1617282596.jpg"
"1739188304-204","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3035100","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739188306-205","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-yorkshire-3045523","Chiot femelle Yorkshire","400 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3045523_uploaded_image1_1617806957.jpg"
"1739188309-206","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3057290","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188311-207","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3057308","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188314-208","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3057395","Chiot Boerboel","450 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3057395_uploaded_image1_1618335212.jpg"
"1739188316-209","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3062078","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188319-210","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-3064744","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884833_uploaded_image1_1723151589.jpg"
"1739188321-211","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3076436","Chiot Bichon Maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739188324-212","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-3079960","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739188326-213","https://sn.coinafrique.com/categorie/chiens?page=8","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3083215","Chiots Pitbull","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4951773_uploaded_image1_1726751081.jpg"
"1739188332-214","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pitbull-3085151","Chiots Pitbull","150 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3085151_uploaded_image1_1619629177.jpg"
"1739188335-215","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3086369","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1739188337-216","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3092060","Chiot berger allemand","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3092060_uploaded_image1_1619960652.jpg"
"1739188340-217","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-labradors-3098631","Chiot Labrador","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1739188342-218","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3098650","Chien Pitbull","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3098650_uploaded_image1_1620217591.jpg"
"1739188345-219","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-malinois-male-femelle-3106040","","","",""
"1739188347-220","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-male-berger-allemand-3106042","","","",""
"1739188350-221","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-3109622","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739188353-222","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-3121248","Chiens Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3121248_uploaded_image1_1621346709.jpg"
"1739188355-223","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3127168","Chiots malinois","280 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4118286_uploaded_image1_1677846223.jpg"
"1739188358-224","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-tigres-3130909","Chiots tigrés","150 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3130909_uploaded_image1_1621857767.jpg"
"1739188360-225","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbul-3137013","Pitbul","120 000 CFA","Bargny, Sénégal","https://images.coinafrique.com/thumb_3137013_uploaded_image1_1622138411.jpg"
"1739188362-226","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichons-maltais-3143508","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739188365-227","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154709","Chiots Berger Allemand","180 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739188367-228","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/male-berger-allemand-3154731","Chiots Berger Allemand","180 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_3671351_uploaded_image1_1651056079.jpg"
"1739188370-229","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-malte-3154816","Chiots bichon malté","180 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_3154816_uploaded_image1_1622898660.jpg"
"1739188372-230","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3156059","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739188374-231","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3157315","Chiot Labrador","300 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3157315_uploaded_image1_1623033828.jpg"
"1739188377-232","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniches-bichons-maltais-5-mois-3159435","Caniches Bichons maltais - 5 mois","125 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3159435_uploaded_image1_1623109995.jpg"
"1739188379-233","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3163567","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188382-234","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-3166487","Chiot Malinois","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3166487_uploaded_image1_1623411352.jpg"
"1739188384-235","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3169152","Chiot Berger Allemand","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1739188387-236","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3173633","Chien","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_3173633_uploaded_image1_1623766305.jpg"
"1739188389-237","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3173764","Chiots Berger Allemand","Prix sur demande","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3173764_uploaded_image1_1623769361.jpg"
"1739188391-238","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3174177","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739188394-239","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3174182","Chien berger belge malinois","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3174182_uploaded_image1_1623781709.jpg"
"1739188397-240","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-pittbull-male-3182211","Chiot pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3185241_uploaded_image1_1624350699.jpg"
"1739188399-241","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3183820","Chiot pitbull 4 mois","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739188402-242","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pittbull-3185241","Chiot pitbull 4 mois","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739188405-243","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-doberman-3189286","Chiot Doberman","450 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3189286_uploaded_image1_1624530960.jpg"
"1739188407-244","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-canne-corso-italien-3190440","Chien Canne Corso italien","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3190440_uploaded_image1_1624569942.jpg"
"1739188409-245","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3191873","Chiot pitbull","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739188412-246","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3193468","Chiot pitbull","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739188414-247","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3193543","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188416-248","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-rotweiller-3199510","Chiot Rottweiler","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1739188419-249","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/caniche-bichon-3202334","Caniche bichon","200 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3202334_uploaded_image1_1625164146.jpg"
"1739188421-250","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-boerboel-3212861","Chiot femelle boerboel","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739188424-251","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-3214802","Chiots Pittbull","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3742224_uploaded_image1_1655226051.jpg"
"1739188426-252","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3226832","Chiot pitbull 4 mois","150 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5123496_uploaded_image1_1736258658.jpg"
"1739188428-253","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-metisse-pitbull-malinois-3236932","Chiot métisse pitbull - malinois","170 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3236932_uploaded_image1_1626721106.jpg"
"1739188431-254","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-alaskan-malamut-3241666","Chiot Alaskan Malamut","550 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3241666_uploaded_image1_1627044118.jpg"
"1739188433-255","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3241804","Chiot Labrador","10 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3241804_uploaded_image1_1627049158.jpg"
"1739188436-256","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3241866","Chiot Berger Malinois","130 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1739188438-257","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3244351","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188440-258","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3247804","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739188443-259","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3252408","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739188445-260","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3267297","Chiot Labrador","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_3267297_uploaded_image1_1628319181.jpg"
"1739188447-261","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3270823","Chiot","100 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3424026_uploaded_image3_1636184109.jpeg"
"1739188450-262","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/berger-allemand-3275523","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188452-263","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-malinois-3277097","Chiots berger allemand malinois","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3277097_uploaded_image1_1628797153.jpg"
"1739188455-264","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-akita-3281423","Chiots Akita","450 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3281423_uploaded_image1_1629044957.jpg"
"1739188457-265","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-3285176","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739188459-266","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-3287244","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739188462-267","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3289564","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739188464-268","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3291944","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188467-269","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357","Chiot femelle boerboel","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739188470-270","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-croises-husky-golde-3303734","Chiots croisés husky golde","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3303734_uploaded_image1_1630254579.jpg"
"1739188472-271","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739188474-272","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212","Chien bichon maltais mâle","200 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3412462_uploaded_image1_1635705551.jpg"
"1739188477-273","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3309512","Chiots Berger Malinois","300 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739188479-274","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3314578","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188481-275","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-3317614","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188484-276","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3328493","Chiots malinois","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3328493_uploaded_image1_1631307007.jpg"
"1739188486-277","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3328494","Chiots Bergers Allemands","150 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3737750_uploaded_image1_1654966380.jpg"
"1739188489-278","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-3328496","Chiots cane corso","650 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3627009_uploaded_image1_1648504752.jpg"
"1739188491-279","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-pembroke-welch-corgi-3338430","Chien Pembroke Welch Corgi","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338430_uploaded_image1_1631815367.jpg"
"1739188493-280","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3338576","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739188496-281","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-husky-3344836","Chiots berger allemand  husky","120 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3344836_uploaded_image1_1632174475.jpg"
"1739188498-282","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-3347884","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739188501-283","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3348655","Chiots berger allemand","100 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3348655_uploaded_image1_1632345423.jpg"
"1739188503-284","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3358891","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739188505-285","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238","Chiot femelle boerboel","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739188508-286","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373","Chien berger belge malinois","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3366373_uploaded_image1_1633299895.jpg"
"1739188510-287","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797","Chiot pitbull","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3367797_uploaded_image1_1633361188.jpg"
"1739188513-288","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/pitbull-pur-sang-3368452","Pitbull pur-sang","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3368452_uploaded_image1_1633396286.jpg"
"1739188515-289","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3368938","Berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739188517-290","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/femelle-berger-3376533","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739188520-291","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739188522-292","https://sn.coinafrique.com/categorie/chiens?page=7","favorite_border3années","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709","Chiots Berger Allemand","350 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
